churn_intent,satisfaction_score,nps,engagement_count,services_count,loyalty_tier,tenure_months,avg_monthly_spend,upgrade_willingness,value_for_money,pref_channel,network_quality_score,service_quality_score,plan_flexibility,retention_incentives,pain_points,digital_literacy,income_bracket,age_group,payment_method,multi_sim_usage,price_quality_weight,churn_flag
5,6.1,7,13,3,Bronze,26,47.89,4,4,Phone call,5,3,4,"Streaming subscription, Extra data",Hidden fees,Beginner,5-10k,55+,Auto-pay,No,1,1
5,6.5,7,16,4,Silver,20,31.21,1,4,Phone call,5,1,5,Device upgrade,Slow data,Intermediate,5-10k,45-54,Credit card,No,4,1
4,6.4,6,12,3,Bronze,22,24.51,2,5,App push,1,5,4,"Streaming subscription, Extra data, Device upgrade",Hidden fees,Advanced,<5k,25-34,Credit card,No,10,1
1,7.4,8,14,3,Silver,37,22.56,2,3,Email,4,3,2,"Loyalty points, Device upgrade, Price discount",,Intermediate,5-10k,35-44,Debit card,No,6,0
5,5.9,7,26,2,Silver,36,31.99,2,2,Email,4,3,2,Device upgrade,"Slow data, Hidden fees, Poor support",Advanced,<5k,25-34,Cash,No,4,1
2,9.0,7,14,2,Silver,20,19.54,5,4,SMS,4,2,2,Extra data,"Hidden fees, Poor support",Advanced,<5k,18-24,Auto-pay,No,9,0
4,7.2,9,14,4,Silver,43,15.35,5,1,App push,2,5,1,"Price discount, Streaming subscription, Device upgrade",Billing errors,Advanced,10-20k,25-34,Debit card,Yes,6,1
3,7.2,7,12,1,Silver,13,34.31,1,5,Phone call,5,4,2,"Loyalty points, Device upgrade","Hidden fees, Dropped calls",Advanced,10-20k,25-34,Credit card,No,5,0
1,6.7,7,15,4,Gold,34,22.66,1,1,Email,4,5,2,"Price discount, Loyalty points","Hidden fees, Billing errors, Slow data",Intermediate,10-20k,35-44,Cash,Yes,6,0
1,7.4,9,18,3,Bronze,42,24.99,1,2,App push,5,5,3,"Loyalty points, Extra data, Streaming subscription","Dropped calls, Slow data, Poor support",Advanced,5-10k,18-24,Credit card,No,4,0
4,8.5,7,13,3,Gold,37,44.66,5,5,SMS,4,4,5,"Extra data, Device upgrade",,Beginner,5-10k,55+,Debit card,No,3,1
1,5.8,5,13,1,Gold,8,23.04,1,3,Email,2,5,1,"Price discount, Extra data",Billing errors,Beginner,20k+,55+,Debit card,Yes,6,0
4,6.1,6,11,3,Silver,16,24.74,3,2,App push,5,1,4,"Price discount, Loyalty points, Device upgrade",Dropped calls,Intermediate,5-10k,35-44,Credit card,No,3,1
2,6.7,6,93,2,Bronze,12,17.64,2,3,Email,3,3,4,"Loyalty points, Price discount",,Advanced,5-10k,25-34,Debit card,Yes,6,0
1,5.0,7,15,1,Silver,5,31.09,2,5,Email,5,5,1,Streaming subscription,,Advanced,<5k,25-34,Debit card,No,7,0
5,5.9,5,11,2,Bronze,15,29.74,3,2,SMS,5,5,5,Extra data,,Intermediate,5-10k,45-54,Cash,Yes,8,1
3,6.4,6,11,4,Bronze,21,40.26,2,5,App push,3,4,3,Price discount,,Intermediate,5-10k,35-44,Cash,No,9,0
2,8.6,9,18,2,Bronze,25,17.84,4,1,App push,5,4,2,"Streaming subscription, Loyalty points, Extra data",,Advanced,5-10k,18-24,Credit card,No,5,0
5,7.6,6,19,2,Bronze,5,19.07,1,4,Phone call,4,4,4,Device upgrade,Billing errors,Intermediate,5-10k,45-54,Credit card,No,7,1
2,7.5,7,11,1,Silver,17,37.93,2,5,App push,2,1,2,Streaming subscription,"Hidden fees, Slow data, Poor support",Advanced,5-10k,45-54,Credit card,No,7,0
2,8.6,9,10,3,Gold,38,28.18,4,1,Email,5,3,4,"Price discount, Streaming subscription, Loyalty points","Dropped calls, Billing errors",Intermediate,10-20k,45-54,Credit card,Yes,7,0
3,7.0,7,15,3,Bronze,23,14.9,2,3,Email,3,3,1,Loyalty points,,Intermediate,10-20k,35-44,Cash,No,5,0
1,7.8,8,18,3,Platinum,29,50.33,4,1,Phone call,5,3,5,"Streaming subscription, Loyalty points",,Intermediate,10-20k,35-44,Auto-pay,Yes,3,0
2,7.0,6,17,2,Platinum,21,9.64,4,4,App push,5,5,3,"Extra data, Price discount","Billing errors, Poor support, Hidden fees",Advanced,10-20k,25-34,Cash,No,7,0
2,7.6,6,13,2,Platinum,10,37.76,3,3,App push,5,3,4,Device upgrade,"Billing errors, Poor support, Hidden fees",Intermediate,20k+,45-54,Cash,No,2,0
2,6.3,7,12,3,Gold,7,12.23,1,4,App push,4,3,2,Extra data,"Hidden fees, Poor support, Slow data",Intermediate,<5k,45-54,Debit card,No,5,0
2,3.3,5,19,2,Silver,16,69.21,3,1,App push,4,4,4,"Streaming subscription, Price discount",Billing errors,Intermediate,<5k,18-24,Credit card,Yes,0,0
5,7.0,7,13,4,Bronze,32,41.96,1,2,SMS,5,5,4,Streaming subscription,,Advanced,<5k,18-24,Auto-pay,Yes,3,1
4,9.5,10,15,3,Silver,9,46.24,3,1,SMS,2,3,3,"Price discount, Device upgrade","Billing errors, Hidden fees",Advanced,10-20k,25-34,Auto-pay,Yes,4,1
1,8.7,10,11,2,Silver,12,23.46,4,2,App push,4,2,4,"Loyalty points, Price discount, Streaming subscription",Slow data,Intermediate,20k+,45-54,Debit card,No,9,0
1,8.7,7,11,2,Gold,20,20.05,2,3,App push,4,4,3,"Extra data, Price discount","Slow data, Hidden fees",Beginner,<5k,55+,Credit card,Yes,8,0
2,9.2,10,22,3,Platinum,58,27.17,4,5,App push,2,5,5,"Streaming subscription, Price discount","Slow data, Hidden fees",Advanced,20k+,18-24,Wallet,No,5,0
1,7.3,8,20,1,Silver,25,34.73,2,4,Email,4,4,3,"Extra data, Price discount","Slow data, Hidden fees, Dropped calls",Intermediate,<5k,35-44,Credit card,Yes,8,0
4,7.5,9,17,2,Bronze,24,14.92,5,3,Email,5,5,5,"Device upgrade, Extra data",,Advanced,20k+,25-34,Wallet,Yes,8,1
2,6.2,5,18,3,Bronze,14,15.66,1,5,App push,5,5,5,Extra data,"Slow data, Poor support, Hidden fees",Beginner,5-10k,55+,Wallet,No,6,0
4,6.7,9,11,2,Bronze,60,35.07,4,4,App push,2,5,3,Extra data,Hidden fees,Intermediate,<5k,45-54,Credit card,Yes,3,1
1,8.2,9,19,3,Silver,21,9.59,3,5,App push,2,5,2,"Loyalty points, Price discount","Billing errors, Hidden fees, Dropped calls",Intermediate,5-10k,45-54,Auto-pay,No,5,0
2,9.1,10,14,1,Silver,39,17.79,3,3,Email,3,4,3,"Price discount, Device upgrade","Slow data, Billing errors, Dropped calls",Advanced,5-10k,25-34,Auto-pay,No,6,0
1,7.0,7,13,3,Gold,7,130.63,2,2,Phone call,5,1,5,Streaming subscription,"Poor support, Slow data",Advanced,5-10k,25-34,Auto-pay,Yes,3,0
1,6.5,6,15,1,Silver,18,14.41,2,1,App push,2,5,2,Loyalty points,"Slow data, Dropped calls",Advanced,5-10k,25-34,Debit card,No,7,0
2,7.2,9,9,1,Gold,106,46.12,1,4,App push,5,4,3,"Price discount, Extra data","Hidden fees, Billing errors, Poor support",Advanced,10-20k,18-24,Credit card,No,7,0
1,8.2,8,15,4,Silver,21,17.77,3,1,SMS,2,3,5,"Streaming subscription, Device upgrade","Billing errors, Slow data",Intermediate,5-10k,45-54,Debit card,Yes,7,0
3,4.9,3,12,3,Gold,14,32.46,2,2,Email,5,5,2,"Streaming subscription, Extra data, Device upgrade","Poor support, Billing errors, Hidden fees",Intermediate,5-10k,45-54,Debit card,Yes,7,0
1,3.5,2,15,2,Bronze,41,35.16,1,3,App push,4,3,4,Loyalty points,,Beginner,10-20k,55+,Credit card,No,8,0
2,6.3,6,22,2,Gold,15,45.65,3,3,SMS,5,4,2,Price discount,Slow data,Beginner,10-20k,55+,Debit card,Yes,6,0
3,5.2,6,14,3,Silver,16,21.97,2,4,Email,3,4,1,"Extra data, Loyalty points, Device upgrade",Billing errors,Intermediate,5-10k,35-44,Cash,No,7,0
3,6.4,6,19,2,Bronze,3,73.25,1,1,Email,5,4,4,"Streaming subscription, Price discount, Device upgrade",,Intermediate,5-10k,35-44,Credit card,No,5,0
2,7.0,8,10,4,Bronze,1,17.74,4,2,App push,3,5,1,Streaming subscription,Poor support,Intermediate,<5k,45-54,Credit card,Yes,5,0
3,6.5,4,16,4,Platinum,26,27.91,1,4,Email,5,3,2,"Extra data, Price discount, Device upgrade","Dropped calls, Slow data",Intermediate,<5k,45-54,Credit card,No,9,0
3,9.5,10,18,3,Bronze,13,28.08,5,5,SMS,5,4,5,"Streaming subscription, Device upgrade",Billing errors,Advanced,10-20k,25-34,Cash,No,1,0
1,7.7,6,12,2,Silver,30,13.24,3,4,Phone call,2,4,2,"Device upgrade, Loyalty points, Extra data",,Advanced,<5k,25-34,Cash,No,8,0
2,7.7,9,24,2,Bronze,25,20.96,5,5,App push,5,5,5,Loyalty points,,Advanced,5-10k,18-24,Credit card,No,4,0
1,8.2,8,16,3,Silver,21,26.81,4,4,SMS,4,5,5,Loyalty points,"Dropped calls, Poor support, Hidden fees",Beginner,10-20k,55+,Auto-pay,No,4,0
2,5.4,6,13,1,Gold,16,19.34,2,3,SMS,2,4,2,"Device upgrade, Loyalty points","Hidden fees, Dropped calls, Billing errors",Intermediate,<5k,35-44,Credit card,Yes,7,0
5,8.9,8,17,2,Silver,9,93.93,4,1,Phone call,4,5,1,Extra data,Poor support,Advanced,5-10k,25-34,Debit card,No,2,1
1,7.1,9,17,1,Silver,8,15.47,2,4,SMS,3,3,4,"Extra data, Loyalty points, Streaming subscription","Dropped calls, Billing errors",Beginner,5-10k,35-44,Wallet,No,4,0
2,8.3,10,15,1,Platinum,4,46.93,4,4,App push,5,5,3,"Price discount, Extra data, Loyalty points","Poor support, Dropped calls",Advanced,20k+,35-44,Wallet,No,4,0
1,5.5,6,15,1,Gold,19,39.29,2,4,Email,5,4,1,"Loyalty points, Extra data",,Advanced,5-10k,25-34,Credit card,No,5,0
3,4.7,5,18,2,Gold,58,24.35,4,3,App push,2,5,4,"Loyalty points, Device upgrade, Streaming subscription","Poor support, Hidden fees, Slow data",Advanced,10-20k,18-24,Auto-pay,No,4,0
1,8.5,9,14,3,Silver,77,15.24,2,3,App push,4,1,1,"Loyalty points, Extra data, Device upgrade",,Intermediate,5-10k,35-44,Auto-pay,No,10,0
2,7.8,7,10,2,Bronze,9,16.08,4,2,App push,5,3,5,"Device upgrade, Loyalty points","Poor support, Slow data",Advanced,<5k,25-34,Debit card,No,10,0
4,5.8,7,21,2,Silver,36,18.45,4,3,SMS,5,4,1,Price discount,"Dropped calls, Slow data, Hidden fees",Intermediate,10-20k,35-44,Debit card,No,1,1
1,5.8,8,12,1,Gold,48,9.19,2,1,App push,4,5,1,"Extra data, Price discount, Loyalty points","Billing errors, Dropped calls, Hidden fees",Advanced,20k+,25-34,Credit card,No,7,0
2,9.0,10,67,3,Bronze,44,56.52,4,5,Email,5,4,1,"Device upgrade, Extra data",Dropped calls,Intermediate,10-20k,45-54,Debit card,Yes,8,0
1,5.3,4,20,2,Bronze,33,43.44,1,1,Phone call,4,5,5,"Extra data, Loyalty points","Poor support, Slow data",Intermediate,10-20k,35-44,Debit card,No,7,0
4,9.8,10,16,3,Bronze,43,51.43,5,1,Email,4,4,4,Device upgrade,"Hidden fees, Slow data, Dropped calls",Intermediate,20k+,35-44,Wallet,Yes,4,1
3,5.8,4,7,4,Silver,4,34.47,1,3,App push,5,4,5,Price discount,,Intermediate,<5k,45-54,Debit card,Yes,5,0
1,8.2,9,20,1,Gold,27,37.8,4,4,SMS,4,2,2,"Price discount, Loyalty points","Poor support, Dropped calls, Slow data",Advanced,<5k,25-34,Cash,No,4,0
3,6.7,7,8,2,Bronze,7,33.92,2,3,App push,4,5,2,"Streaming subscription, Price discount, Extra data","Poor support, Hidden fees",Advanced,10-20k,18-24,Credit card,No,5,0
4,8.2,6,13,2,Silver,28,26.89,5,2,Email,4,3,2,Extra data,,Advanced,5-10k,18-24,Credit card,No,3,1
1,6.3,5,20,4,Platinum,19,219.12,3,3,Email,5,5,3,"Streaming subscription, Loyalty points",Billing errors,Intermediate,10-20k,35-44,Credit card,No,6,0
5,6.9,7,22,3,Bronze,3,17.53,2,2,SMS,5,5,3,"Device upgrade, Loyalty points, Price discount","Poor support, Dropped calls, Billing errors",Intermediate,20k+,35-44,Credit card,Yes,2,1
3,7.3,7,17,4,Silver,10,26.01,1,5,SMS,4,5,4,Streaming subscription,"Poor support, Slow data",Intermediate,5-10k,35-44,Debit card,No,5,0
4,5.6,4,14,2,Platinum,9,37.0,1,5,SMS,4,4,2,"Loyalty points, Extra data, Price discount","Slow data, Dropped calls, Poor support",Advanced,<5k,25-34,Wallet,Yes,3,1
4,8.4,9,21,4,Platinum,42,11.86,2,3,Email,4,5,5,"Device upgrade, Streaming subscription, Loyalty points","Dropped calls, Billing errors",Advanced,10-20k,18-24,Cash,Yes,7,1
3,6.4,7,12,1,Bronze,18,134.71,4,2,App push,4,5,1,"Loyalty points, Extra data, Device upgrade","Poor support, Billing errors, Hidden fees",Advanced,5-10k,18-24,Debit card,No,4,0
1,6.8,7,12,1,Bronze,8,24.92,3,4,Email,3,2,5,"Extra data, Loyalty points","Dropped calls, Billing errors, Poor support",Beginner,10-20k,25-34,Cash,No,7,0
2,5.6,5,16,4,Bronze,31,26.53,3,1,App push,5,5,1,Loyalty points,Billing errors,Intermediate,5-10k,35-44,Credit card,Yes,9,0
2,3.1,4,7,4,Gold,15,48.97,2,3,SMS,4,1,3,Price discount,,Advanced,10-20k,25-34,Debit card,No,10,0
4,6.9,9,18,1,Gold,23,40.58,2,2,App push,4,4,2,"Loyalty points, Streaming subscription, Price discount",,Advanced,<5k,25-34,Credit card,No,0,1
1,10.0,9,14,1,Silver,17,25.05,2,5,Email,2,3,3,Price discount,"Slow data, Billing errors, Dropped calls",Intermediate,10-20k,45-54,Cash,Yes,4,0
2,8.5,8,11,1,Bronze,75,26.35,4,1,Phone call,3,3,3,Price discount,,Advanced,5-10k,25-34,Credit card,Yes,5,0
2,7.2,8,128,1,Bronze,92,10.73,1,3,App push,5,4,3,"Streaming subscription, Extra data","Billing errors, Dropped calls, Slow data",Advanced,5-10k,25-34,Credit card,No,7,0
2,6.8,6,19,2,Silver,33,18.06,3,4,Email,4,4,3,"Streaming subscription, Loyalty points","Dropped calls, Slow data, Billing errors",Intermediate,<5k,35-44,Debit card,Yes,2,0
1,7.2,7,18,4,Silver,42,32.6,1,3,App push,3,5,4,Streaming subscription,,Advanced,10-20k,25-34,Auto-pay,No,4,0
4,8.1,9,18,3,Gold,18,31.32,5,1,SMS,4,2,4,"Extra data, Device upgrade, Streaming subscription",,Intermediate,20k+,35-44,Cash,No,6,1
3,5.3,3,19,3,Silver,49,48.02,2,5,App push,4,4,5,Loyalty points,"Billing errors, Hidden fees, Poor support",Intermediate,<5k,45-54,Wallet,No,6,0
1,9.0,10,10,3,Bronze,37,22.96,4,3,SMS,1,3,2,"Price discount, Device upgrade","Billing errors, Dropped calls",Intermediate,<5k,45-54,Cash,No,7,0
4,8.3,8,22,2,Bronze,2,11.44,2,4,Email,4,4,4,"Extra data, Price discount","Slow data, Dropped calls",Advanced,<5k,18-24,Debit card,No,7,1
1,8.3,8,20,3,Bronze,10,43.87,4,2,SMS,4,5,3,Loyalty points,,Intermediate,10-20k,45-54,Cash,Yes,7,0
3,7.9,8,11,3,Bronze,18,54.05,1,3,App push,4,4,2,"Streaming subscription, Price discount, Extra data","Poor support, Billing errors",Advanced,10-20k,25-34,Wallet,No,6,0
4,7.2,7,13,2,Bronze,20,40.21,3,3,Email,4,5,3,Device upgrade,Dropped calls,Advanced,5-10k,25-34,Credit card,No,6,1
5,8.3,6,9,3,Bronze,11,22.42,2,1,App push,4,4,2,Price discount,,Advanced,<5k,25-34,Credit card,Yes,8,1
1,8.1,10,14,2,Bronze,27,43.57,5,1,Email,5,5,1,Extra data,Hidden fees,Beginner,5-10k,55+,Credit card,No,0,0
2,6.6,7,10,3,Bronze,15,161.73,3,5,SMS,4,4,2,"Device upgrade, Loyalty points, Streaming subscription","Hidden fees, Dropped calls, Slow data",Advanced,5-10k,25-34,Debit card,Yes,10,0
1,6.3,7,16,4,Gold,19,26.14,1,2,App push,3,4,1,Price discount,Dropped calls,Advanced,5-10k,25-34,Wallet,Yes,0,0
2,7.4,9,15,2,Bronze,14,11.92,3,1,App push,3,5,4,"Device upgrade, Streaming subscription, Price discount",Poor support,Intermediate,20k+,35-44,Credit card,No,3,0
2,9.7,8,19,3,Silver,16,17.77,5,3,Phone call,4,1,4,Streaming subscription,"Billing errors, Slow data, Poor support",Intermediate,<5k,25-34,Debit card,No,5,0
1,5.2,6,12,1,Gold,8,34.61,3,4,App push,5,5,5,"Device upgrade, Streaming subscription, Price discount","Hidden fees, Billing errors, Dropped calls",Beginner,10-20k,18-24,Wallet,No,8,0
4,4.9,5,13,3,Silver,25,10.15,1,1,App push,3,5,4,Extra data,Dropped calls,Advanced,5-10k,18-24,Debit card,Yes,0,1
2,7.5,9,15,2,Platinum,29,26.93,1,3,App push,5,4,1,Streaming subscription,,Advanced,5-10k,18-24,Debit card,No,6,0
4,7.3,5,20,1,Bronze,5,30.24,1,1,SMS,1,2,5,"Streaming subscription, Device upgrade",Slow data,Advanced,10-20k,18-24,Wallet,Yes,8,1
1,7.5,7,23,2,Gold,12,57.07,1,1,SMS,4,2,5,"Loyalty points, Price discount, Device upgrade",Slow data,Advanced,10-20k,18-24,Debit card,No,8,0
2,7.6,7,12,3,Platinum,20,50.43,3,1,SMS,5,5,3,Loyalty points,"Dropped calls, Hidden fees",Intermediate,20k+,35-44,Cash,No,4,0
4,6.8,7,13,1,Gold,56,39.47,3,5,Email,4,5,3,"Extra data, Streaming subscription",,Beginner,<5k,18-24,Credit card,No,5,1
2,9.6,10,15,4,Bronze,8,7.47,5,1,Email,4,2,5,"Streaming subscription, Loyalty points","Dropped calls, Slow data",Advanced,<5k,25-34,Credit card,No,4,0
1,4.6,4,15,1,Bronze,15,40.71,1,1,Phone call,3,4,3,"Device upgrade, Price discount",,Advanced,10-20k,45-54,Debit card,No,5,0
1,5.9,5,14,4,Bronze,13,36.16,1,3,Email,5,4,5,"Price discount, Device upgrade, Loyalty points","Hidden fees, Dropped calls, Slow data",Advanced,5-10k,25-34,Debit card,No,3,0
4,7.0,7,11,3,Silver,24,28.24,2,5,App push,2,5,1,"Streaming subscription, Extra data, Loyalty points",,Intermediate,5-10k,35-44,Auto-pay,No,4,1
4,4.6,4,18,2,Gold,7,9.47,1,2,App push,5,1,1,"Device upgrade, Streaming subscription",Billing errors,Advanced,<5k,18-24,Auto-pay,No,7,1
2,6.9,8,17,2,Bronze,11,16.0,1,3,SMS,3,3,3,"Streaming subscription, Extra data, Device upgrade",Dropped calls,Advanced,<5k,18-24,Wallet,No,6,0
1,9.9,9,16,3,Silver,74,12.91,4,1,SMS,5,5,3,"Price discount, Extra data",Hidden fees,Beginner,20k+,18-24,Credit card,No,7,0
4,7.2,4,15,3,Silver,2,8.1,1,3,Email,4,1,5,"Extra data, Device upgrade",Billing errors,Intermediate,<5k,18-24,Auto-pay,No,7,1
3,7.6,7,15,3,Silver,18,24.49,2,3,App push,5,3,5,Extra data,,Advanced,5-10k,25-34,Cash,Yes,8,0
1,5.2,4,18,2,Gold,19,15.82,1,3,Phone call,4,5,2,Streaming subscription,,Advanced,<5k,18-24,Debit card,Yes,8,0
1,6.2,4,18,2,Gold,13,103.95,2,2,Email,5,5,1,"Extra data, Loyalty points, Device upgrade","Hidden fees, Billing errors",Advanced,5-10k,18-24,Cash,No,2,0
5,6.6,5,24,4,Bronze,41,22.36,3,2,App push,2,3,5,Price discount,"Hidden fees, Slow data, Billing errors",Advanced,<5k,18-24,Credit card,No,4,1
5,6.7,7,14,2,Silver,22,49.98,1,1,Email,3,2,4,"Device upgrade, Loyalty points",Hidden fees,Advanced,5-10k,25-34,Credit card,No,5,1
5,9.3,10,15,2,Bronze,60,41.4,5,2,App push,4,1,1,"Streaming subscription, Price discount, Loyalty points","Slow data, Hidden fees, Poor support",Advanced,<5k,25-34,Wallet,No,6,1
2,8.1,8,13,2,Silver,3,18.33,4,1,App push,2,3,3,"Streaming subscription, Price discount, Extra data",,Advanced,10-20k,25-34,Cash,No,4,0
2,5.4,5,13,3,Platinum,27,25.88,4,4,SMS,3,5,4,"Device upgrade, Price discount, Streaming subscription",Dropped calls,Advanced,<5k,25-34,Debit card,No,8,0
4,7.6,8,20,3,Gold,24,14.89,1,5,SMS,5,4,4,Loyalty points,"Poor support, Billing errors, Hidden fees",Intermediate,5-10k,35-44,Debit card,No,10,1
2,8.0,7,13,2,Silver,28,19.45,5,5,SMS,5,5,3,"Streaming subscription, Loyalty points","Dropped calls, Slow data",Advanced,20k+,18-24,Auto-pay,Yes,6,0
5,9.0,8,14,1,Bronze,39,21.76,4,5,Email,4,5,2,"Device upgrade, Streaming subscription","Poor support, Slow data",Intermediate,10-20k,35-44,Cash,No,6,1
1,9.7,8,15,1,Bronze,50,21.57,5,4,App push,5,4,5,"Streaming subscription, Extra data","Dropped calls, Billing errors",Intermediate,5-10k,35-44,Debit card,No,8,0
5,5.6,3,10,2,Silver,68,68.05,2,4,SMS,4,3,4,"Streaming subscription, Price discount, Extra data",,Advanced,5-10k,18-24,Credit card,No,1,1
5,5.9,5,14,2,Bronze,6,30.21,2,2,App push,3,4,3,"Extra data, Price discount",,Intermediate,5-10k,45-54,Credit card,No,6,1
1,5.2,5,13,4,Silver,27,31.94,4,4,Email,5,5,2,"Loyalty points, Price discount",,Intermediate,10-20k,45-54,Auto-pay,Yes,8,0
2,6.8,7,11,2,Bronze,43,33.01,1,3,App push,5,5,4,"Loyalty points, Device upgrade","Billing errors, Dropped calls, Poor support",Advanced,20k+,18-24,Debit card,Yes,4,0
5,7.9,7,15,2,Bronze,18,34.36,1,3,App push,5,2,2,"Price discount, Extra data, Device upgrade",Poor support,Advanced,10-20k,25-34,Debit card,No,3,1
4,8.8,8,18,4,Bronze,8,23.44,5,4,App push,3,5,1,"Streaming subscription, Loyalty points, Extra data","Billing errors, Poor support, Dropped calls",Intermediate,5-10k,45-54,Debit card,Yes,6,1
4,7.1,8,20,2,Platinum,8,20.56,2,2,Email,5,4,3,"Price discount, Extra data, Streaming subscription","Poor support, Slow data",Beginner,10-20k,35-44,Wallet,Yes,6,1
2,6.7,5,22,3,Gold,11,26.89,2,2,Email,2,5,2,"Streaming subscription, Loyalty points","Billing errors, Slow data",Advanced,5-10k,18-24,Cash,No,4,0
1,7.4,8,15,1,Bronze,25,185.4,2,5,App push,2,2,4,"Extra data, Price discount, Device upgrade",,Advanced,<5k,25-34,Cash,No,10,0
2,5.9,5,9,2,Bronze,11,45.58,5,1,SMS,1,4,1,"Extra data, Price discount","Dropped calls, Poor support, Slow data",Advanced,5-10k,25-34,Debit card,No,5,0
3,10.0,9,11,4,Silver,20,85.96,5,3,Email,5,5,4,Price discount,"Dropped calls, Hidden fees, Poor support",Intermediate,20k+,25-34,Credit card,Yes,3,0
4,4.6,3,21,3,Bronze,4,37.42,1,5,SMS,5,4,2,"Price discount, Loyalty points","Hidden fees, Dropped calls, Billing errors",Intermediate,<5k,35-44,Auto-pay,No,6,1
2,7.5,7,18,2,Silver,4,22.04,1,4,App push,5,4,1,"Loyalty points, Streaming subscription",Dropped calls,Advanced,10-20k,25-34,Auto-pay,No,8,0
4,10.0,10,17,3,Gold,31,24.99,5,3,App push,4,2,1,"Price discount, Device upgrade, Streaming subscription",Billing errors,Advanced,<5k,25-34,Auto-pay,No,6,1
1,7.2,8,17,4,Silver,1,18.91,3,2,App push,4,3,5,"Streaming subscription, Extra data, Device upgrade",,Intermediate,5-10k,35-44,Auto-pay,No,7,0
1,6.9,8,21,2,Silver,52,22.2,4,2,Email,3,4,5,"Loyalty points, Extra data","Dropped calls, Slow data",Advanced,<5k,18-24,Wallet,No,4,0
2,6.6,7,16,2,Silver,25,51.3,1,5,SMS,3,5,2,"Price discount, Loyalty points","Poor support, Billing errors, Hidden fees",Advanced,5-10k,25-34,Cash,No,10,0
4,6.9,6,22,4,Platinum,5,25.81,3,3,Phone call,4,3,4,Extra data,"Billing errors, Poor support, Slow data",Intermediate,10-20k,35-44,Wallet,No,7,1
4,9.4,9,11,1,Platinum,24,26.43,5,3,Email,5,4,4,Extra data,"Poor support, Hidden fees, Billing errors",Intermediate,5-10k,45-54,Cash,Yes,9,1
2,3.7,3,18,3,Silver,13,11.07,1,1,Email,4,5,5,"Extra data, Loyalty points, Streaming subscription","Dropped calls, Hidden fees",Advanced,10-20k,25-34,Credit card,Yes,7,0
1,9.7,10,12,3,Bronze,8,20.7,4,1,App push,2,3,2,Price discount,"Slow data, Hidden fees",Advanced,10-20k,25-34,Debit card,Yes,8,0
5,4.9,3,19,3,Silver,44,21.48,2,5,SMS,1,4,4,Extra data,,Advanced,20k+,18-24,Auto-pay,Yes,4,1
4,6.8,8,21,2,Bronze,29,15.55,2,2,SMS,2,5,1,Extra data,Poor support,Advanced,<5k,25-34,Debit card,Yes,5,1
1,6.5,8,15,2,Silver,11,24.83,3,4,Email,4,5,2,"Loyalty points, Streaming subscription",Poor support,Advanced,5-10k,25-34,Wallet,No,9,0
2,8.1,10,14,3,Silver,10,19.37,5,1,SMS,5,5,5,"Streaming subscription, Loyalty points","Slow data, Billing errors",Advanced,<5k,25-34,Credit card,Yes,10,0
1,4.6,4,15,2,Bronze,62,25.64,4,4,SMS,5,5,3,"Device upgrade, Streaming subscription",Dropped calls,Beginner,20k+,25-34,Credit card,No,3,0
1,7.9,9,12,2,Bronze,26,26.23,3,5,App push,5,2,2,Device upgrade,"Poor support, Hidden fees, Dropped calls",Advanced,20k+,25-34,Debit card,No,7,0
3,10.0,10,16,1,Silver,20,14.5,4,3,Email,4,5,1,"Device upgrade, Loyalty points","Poor support, Billing errors",Advanced,5-10k,18-24,Credit card,Yes,5,0
4,5.0,4,10,1,Gold,9,19.7,1,1,Email,4,2,4,Streaming subscription,"Hidden fees, Dropped calls, Poor support",Advanced,10-20k,25-34,Credit card,No,4,1
3,7.5,6,17,4,Silver,9,25.6,3,3,App push,2,5,4,"Loyalty points, Device upgrade",Poor support,Advanced,5-10k,25-34,Credit card,Yes,7,0
4,6.1,4,15,2,Silver,74,47.06,2,4,Phone call,5,3,2,"Loyalty points, Extra data, Price discount","Poor support, Hidden fees",Advanced,10-20k,25-34,Wallet,No,9,1
2,7.9,9,22,4,Bronze,32,28.25,1,3,SMS,5,5,5,Price discount,,Advanced,<5k,18-24,Credit card,No,7,0
5,7.2,5,17,1,Silver,19,17.05,2,5,App push,3,5,1,"Streaming subscription, Loyalty points, Device upgrade",,Intermediate,10-20k,45-54,Credit card,Yes,5,1
2,6.2,6,11,3,Silver,5,30.55,1,4,App push,4,5,2,Streaming subscription,"Slow data, Poor support",Intermediate,<5k,35-44,Credit card,No,7,0
2,8.0,9,16,2,Silver,12,62.75,5,5,SMS,4,3,5,"Streaming subscription, Device upgrade","Poor support, Hidden fees",Intermediate,10-20k,35-44,Cash,No,5,0
2,10.0,10,17,3,Bronze,26,40.62,4,4,Email,5,4,2,Device upgrade,"Poor support, Hidden fees, Slow data",Intermediate,10-20k,35-44,Cash,Yes,7,0
1,6.9,7,18,3,Silver,43,33.15,1,1,Email,5,5,2,"Extra data, Loyalty points, Streaming subscription",Hidden fees,Advanced,10-20k,25-34,Cash,No,9,0
3,8.4,9,18,1,Bronze,21,36.56,5,2,App push,4,5,3,"Device upgrade, Streaming subscription, Loyalty points",,Advanced,<5k,18-24,Debit card,No,1,0
4,5.1,7,11,4,Bronze,43,54.16,3,2,SMS,4,2,5,"Extra data, Device upgrade","Poor support, Billing errors, Slow data",Advanced,5-10k,25-34,Credit card,Yes,8,1
